142.8153301,146.6013591,30.36621317,49.80208823,75.57922799,66.52365902,108.4349811,88.02508067,0,boat
46.84766668,38.28430252,90,123.6898869,161.9957832,76.20035726,65.04289604,178.2950941,0,boat
120.9637111,160.4488299,56.56625058,41.60375528,78.34571114,65.79941135,155.3414932,143.9405652,0,boat
161.5650338,39.80557293,12.99468603,101.3099333,11.25888041,7.125051306,77.69947327,171.4307861,0,boat
167.1149063,175.2362991,51.80555457,49.76363502,70.76474424,55.49152025,142.3297582,140.0796428,0,boat
167.3864448,162.8972957,52.89047541,50.46904178,66.04780013,48.50355963,144.8253385,126.0851128,0,boat
171.5569631,146.8886586,51.53400957,48.04273134,72.67054713,57.96590489,156.5909762,144.4623797,0,boat
171.5569631,174.5883593,49.53000846,44.79963899,70.76473339,61.71610613,152.4528999,150.8026025,0,boat
2.632546883,46.08093087,9.605210033,116.5650508,129.7394769,131.4236605,17.33960117,111.6248111,0,boat
165.6238737,156.0608413,32.14754129,26.72336808,128.9544617,127.5406555,174.7670706,176.5972824,0,boat
179.0248171,153.6941929,30.64521386,30.13538608,143.5334039,123.9008551,155.5733076,147.7381471,0,boat
175.669076,173.1472252,64.94100261,44.68240365,71.59719115,96.34688854,123.8323054,147.7275282,0,boat
178.7074422,158.9323158,43.6500172,32.17930985,104.4879244,98.62057732,143.8118239,148.5049926,0,boat
150.0814803,142.7034975,23.62234322,14.34948685,86.42702444,101.4778885,124.7858409,141.2190611,0,boat
144.4623445,139.085643,29.47587364,13.5704516,78.95909258,97.80020088,113.6294219,131.3537328,0,boat
173.7807578,146.507775,38.27151265,30.15862165,97.73361897,100.4279799,116.5650928,124.1425209,0,boat
171.027294,154.8790817,67.63028598,51.54630408,86.32008089,83.77112309,154.3732029,149.6631593,0,boat
177.4362359,178.6673389,60.87119744,65.07151683,90.00001689,85.50103479,164.9586734,154.9712518,0,boat
179.6853422,175.9142846,62.63926591,53.97263344,85.92185612,91.6470151,138.1534067,148.4820355,0,boat
160.4077451,149.40669,35.74427706,29.66179532,80.69260626,94.7901304,87.09897885,130.8335072,0,boat
174.3187971,171.0726902,54.83824614,55.01277203,76.71251663,55.92957165,47.5270445,118.100323,0,boat
168.453254,170.4615375,47.48955315,52.69606,75.96374885,53.02488591,42.27368616,116.3871178,0,boat
152.850335,151.6992671,45.6342569,42.39744106,84.75285048,70.22243257,81.57303112,131.05483,0,boat
147.5288394,158.0394186,38.99098363,48.6138891,85.51752697,74.29136758,73.16833137,132.9546016,0,boat
142.1250239,146.309954,38.99098905,42.39744106,85.51752697,74.16762531,73.16833137,132.9546016,0,boat
163.3929626,155.5560285,15.62648693,22.38014571,69.55227229,62.51563891,127.0977534,117.1408645,0,boat
171.869886,142.7651767,34.21571149,11.93558177,55.78429658,46.735698,85.91438073,85.68395596,0,boat
121.1629721,143.6814933,33.64761545,23.2317352,49.99635573,73.66812028,94.07112562,117.3210735,0,boat
161.5651094,146.9355069,56.04097816,40.84473711,46.48784449,54.5445115,120.963727,112.3800991,0,boat
157.9695819,140.9255809,52.86654192,40.4709654,45.4521529,51.25472166,108.7868215,103.2527525,0,boat
130.5099792,155.1853664,31.22071373,33.40532208,45.01590289,55.64006134,97.2032332,104.1851381,0,boat
150.0264826,152.5904843,4.332958601,29.72117843,64.1935501,58.72685604,108.819889,103.648469,0,boat
170.0636179,174.8357053,6.00899933,10.50571355,63.43495871,65.40991271,122.9694458,123.3664495,0,boat
175.2364225,163.361184,27.40758678,66.57651545,1.84747955,37.60354557,23.52565426,76.13198718,0,boat
